year,gender,age,region,value
2023,남성,50대,강원,1946993
2023,남성,60대,강원,1825127
2023,남성,70대,강원,629668
2023,남성,80대~,강원,138309
2021,여성,10대,강원,1269
2021,여성,20대,강원,84849
2021,여성,30대,강원,328634
2021,여성,40대,강원,579510
2021,여성,50대,강원,743662
2021,여성,60대,강원,546008
2021,여성,70대,강원,114118
2021,여성,80대~,강원,28565
2022,여성,10대,강원,1108
2022,여성,20대,강원,88656
2022,여성,30대,강원,335748
2022,여성,40대,강원,579539
2022,여성,50대,강원,768288
2022,여성,60대,강원,591898
2022,여성,70대,강원,128233
2022,여성,80대~,강원,29557
2023,여성,10대,강원,1283
2023,여성,20대,강원,103102
2023,여성,30대,강원,354668
2023,여성,40대,강원,583201
2023,여성,50대,강원,789537
2023,여성,60대,강원,614447
2023,여성,70대,강원,136510
2023,여성,80대~,강원,28026
2021,남성,10대,충북,3243
2021,남성,20대,충북,202040
2021,남성,30대,충북,928879
2021,남성,40대,충북,1597199
2021,남성,50대,충북,2008911
2021,남성,60대,충북,1696292
2021,남성,70대,충북,506406
2021,남성,80대~,충북,100331
2022,남성,10대,충북,3185
2022,남성,20대,충북,202542
2022,남성,30대,충북,917608
2022,남성,40대,충북,1577819
2022,남성,50대,충북,2054155
2022,남성,60대,충북,1767790
2022,남성,70대,충북,553793
2022,남성,80대~,충북,109772
2023,남성,10대,충북,3611
2023,남성,20대,충북,236189
2023,남성,30대,충북,953083
2023,남성,40대,충북,1581682
2023,남성,50대,충북,2082856
2023,남성,60대,충북,1810105
2023,남성,70대,충북,575519
2023,남성,80대~,충북,107816
2021,여성,10대,충북,1759
2021,여성,20대,충북,104535
2021,여성,30대,충북,381177
2021,여성,40대,충북,603103
2021,여성,50대,충북,743456
2021,여성,60대,충북,482981
2021,여성,70대,충북,93726
2021,여성,80대~,충북,25220
2022,여성,10대,충북,1712
2022,여성,20대,충북,107482
2022,여성,30대,충북,388327
2022,여성,40대,충북,606972
2022,여성,50대,충북,776833
2022,여성,60대,충북,521048
2022,여성,70대,충북,105812
2022,여성,80대~,충북,24777
2023,여성,10대,충북,1908
2023,여성,20대,충북,123994
2023,여성,30대,충북,409166
2023,여성,40대,충북,614773
2023,여성,50대,충북,801796
2023,여성,60대,충북,543517
2023,여성,70대,충북,112939
2023,여성,80대~,충북,22849
2021,남성,10대,충남,3369
2021,남성,20대,충남,249486
2021,남성,30대,충남,1336209
2021,남성,40대,충남,2372943
2021,남성,50대,충남,2638640
2021,남성,60대,충남,2137979
2021,남성,70대,충남,720943
2021,남성,80대~,충남,142621
2022,남성,10대,충남,3177
2022,남성,20대,충남,250643
2022,남성,30대,충남,1290982
2022,남성,40대,충남,2354541
2022,남성,50대,충남,2714201
2022,남성,60대,충남,2246896
2022,남성,70대,충남,772825
2022,남성,80대~,충남,152982
2023,남성,10대,충남,3477
2023,남성,20대,충남,294397
2023,남성,30대,충남,1335135
2023,남성,40대,충남,2371635
2023,남성,50대,충남,2768100
2023,남성,60대,충남,2316204
2023,남성,70대,충남,800000
2023,남성,80대~,충남,151438
2021,여성,10대,충남,1837
2021,여성,20대,충남,127815
2021,여성,30대,충남,502829
2021,여성,40대,충남,793085
2021,여성,50대,충남,937061
2021,여성,60대,충남,630429
2021,여성,70대,충남,129346
2021,여성,80대~,충남,37102
2022,여성,10대,충남,1665
2022,여성,20대,충남,127500
2022,여성,30대,충남,510070
2022,여성,40대,충남,798600
2022,여성,50대,충남,981609
2022,여성,60대,충남,685745
2022,여성,70대,충남,143056
2022,여성,80대~,충남,36851
2023,여성,10대,충남,1789
2023,여성,20대,충남,149446
2023,여성,30대,충남,539270
2023,여성,40대,충남,814988
2023,여성,50대,충남,1013269
2023,여성,60대,충남,721805
2023,여성,70대,충남,153626
2023,여성,80대~,충남,33790
2021,남성,10대,전북,3487
2021,남성,20대,전북,175078
2021,남성,30대,전북,806266
2021,남성,40대,전북,1710053
2021,남성,50대,전북,2206804
2021,남성,60대,전북,1836917
2021,남성,70대,전북,671651
2021,남성,80대~,전북,137133
2022,남성,10대,전북,3170
2022,남성,20대,전북,176210
2022,남성,30대,전북,774440
2022,남성,40대,전북,1658494
2022,남성,50대,전북,2251553
2022,남성,60대,전북,1922844
2022,남성,70대,전북,712775
2022,남성,80대~,전북,144315
2023,남성,10대,전북,3549
2023,남성,20대,전북,202852
2023,남성,30대,전북,796299
2023,남성,40대,전북,1640157
2023,남성,50대,전북,2300023
2023,남성,60대,전북,1956537
2023,남성,70대,전북,733897
2023,남성,80대~,전북,140658
2021,여성,10대,전북,1721
2021,여성,20대,전북,100625
2021,여성,30대,전북,386073
2021,여성,40대,전북,661747
2021,여성,50대,전북,830853
2021,여성,60대,전북,560682
2021,여성,70대,전북,130100
2021,여성,80대~,전북,46578
2022,여성,10대,전북,1604
2022,여성,20대,전북,101434
2022,여성,30대,전북,387307
2022,여성,40대,전북,659407
2022,여성,50대,전북,859752
2022,여성,60대,전북,602427
2022,여성,70대,전북,141644
2022,여성,80대~,전북,44117
2023,여성,10대,전북,1789
2023,여성,20대,전북,118862
2023,여성,30대,전북,404641
2023,여성,40대,전북,664475
2023,여성,50대,전북,888020
2023,여성,60대,전북,625376
2023,여성,70대,전북,147608
2023,여성,80대~,전북,39695
2021,남성,10대,전남,3408
2021,남성,20대,전남,188302
2021,남성,30대,전남,852599
2021,남성,40대,전남,1752356
2021,남성,50대,전남,2442044
2021,남성,60대,전남,2005762
2021,남성,70대,전남,746063
2021,남성,80대~,전남,135629
2022,남성,10대,전남,3238
2022,남성,20대,전남,192792
2022,남성,30대,전남,819404
2022,남성,40대,전남,1708057
2022,남성,50대,전남,2459042
2022,남성,60대,전남,2138309
2022,남성,70대,전남,788210
2022,남성,80대~,전남,144180
2023,남성,10대,전남,3381
2023,남성,20대,전남,225617
2023,남성,30대,전남,846753
2023,남성,40대,전남,1707171
2023,남성,50대,전남,2503193
2023,남성,60대,전남,2195676
2023,남성,70대,전남,808886
2023,남성,80대~,전남,142302
2021,여성,10대,전남,1785
2021,여성,20대,전남,97323
2021,여성,30대,전남,373785
2021,여성,40대,전남,629949
2021,여성,50대,전남,820726
2021,여성,60대,전남,551203
2021,여성,70대,전남,122087
2021,여성,80대~,전남,45463
2022,여성,10대,전남,1519
2022,여성,20대,전남,99937
2022,여성,30대,전남,374090
2022,여성,40대,전남,630662
2022,여성,50대,전남,844492
2022,여성,60대,전남,605638
2022,여성,70대,전남,131741
2022,여성,80대~,전남,42731
2023,여성,10대,전남,1722
2023,여성,20대,전남,117953
2023,여성,30대,전남,395143
2023,여성,40대,전남,641089
2023,여성,50대,전남,872341
2023,여성,60대,전남,632873
2023,여성,70대,전남,136718
2023,여성,80대~,전남,38341
2021,남성,10대,경북,2228
2021,남성,20대,경북,251906
2021,남성,30대,경북,1352985
2021,남성,40대,경북,2664930
2021,남성,50대,경북,3619954
2021,남성,60대,경북,3276795
2021,남성,70대,경북,1136446
2021,남성,80대~,경북,212627
2022,남성,10대,경북,2083
2022,남성,20대,경북,255305
2022,남성,30대,경북,1295565
2022,남성,40대,경북,2601506
2022,남성,50대,경북,3634303
2022,남성,60대,경북,3402217
2022,남성,70대,경북,1229130
2022,남성,80대~,경북,231345
2023,남성,10대,경북,2487
2023,남성,20대,경북,300276
2023,남성,30대,경북,1319737
2023,남성,40대,경북,2572941
2023,남성,50대,경북,3643427
2023,남성,60대,경북,3433399
2023,남성,70대,경북,1256755
2023,남성,80대~,경북,224341
2021,여성,10대,경북,1396
2021,여성,20대,경북,133432
2021,여성,30대,경북,534321
2021,여성,40대,경북,936872
2021,여성,50대,경북,1217037
2021,여성,60대,경북,871724
2021,여성,70대,경북,180204
2021,여성,80대~,경북,47259
2022,여성,10대,경북,1138
2022,여성,20대,경북,133327
2022,여성,30대,경북,531060
2022,여성,40대,경북,929375
2022,여성,50대,경북,1250991
2022,여성,60대,경북,938017
2022,여성,70대,경북,205472
2022,여성,80대~,경북,46786
2023,여성,10대,경북,1171
2023,여성,20대,경북,151016
2023,여성,30대,경북,549305
2023,여성,40대,경북,936513
2023,여성,50대,경북,1276070
2023,여성,60대,경북,966772
2023,여성,70대,경북,214868
2023,여성,80대~,경북,42960
2021,남성,10대,경남,6808
2021,남성,20대,경남,297415
2021,남성,30대,경남,1722770
2021,남성,40대,경남,3435839
2021,남성,50대,경남,4096388
2021,남성,60대,경남,3330210
2021,남성,70대,경남,998606
2021,남성,80대~,경남,160207
2022,남성,10대,경남,6328
2022,남성,20대,경남,292541
2022,남성,30대,경남,1635474
2022,남성,40대,경남,3371759
2022,남성,50대,경남,4157359
2022,남성,60대,경남,3480326
2022,남성,70대,경남,1075802
2022,남성,80대~,경남,174564
2023,남성,10대,경남,6794
2023,남성,20대,경남,337438
2023,남성,30대,경남,1671687
2023,남성,40대,경남,3356602
2023,남성,50대,경남,4200733
2023,남성,60대,경남,3536453
2023,남성,70대,경남,1110221
2023,남성,80대~,경남,174607
2021,여성,10대,경남,3340
2021,여성,20대,경남,150551
2021,여성,30대,경남,694390
2021,여성,40대,경남,1240710
2021,여성,50대,경남,1468539
2021,여성,60대,경남,939296
2021,여성,70대,경남,174479
2021,여성,80대~,경남,47412
2022,여성,10대,경남,3197
2022,여성,20대,경남,149769
2022,여성,30대,경남,684906
2022,여성,40대,경남,1233799
2022,여성,50대,경남,1531645
2022,여성,60대,경남,1008915
2022,여성,70대,경남,196199
2022,여성,80대~,경남,45831
2023,여성,10대,경남,3476
2023,여성,20대,경남,168319
2023,여성,30대,경남,710721
2023,여성,40대,경남,1251628
2023,여성,50대,경남,1567126
2023,여성,60대,경남,1042885
2023,여성,70대,경남,205931
2023,여성,80대~,경남,42489
2021,남성,10대,제주,1851
2021,남성,20대,제주,61984
2021,남성,30대,제주,333436
2021,남성,40대,제주,725490
2021,남성,50대,제주,840070
2021,남성,60대,제주,588827
2021,남성,70대,제주,211094
2021,남성,80대~,제주,47433
2022,남성,10대,제주,1762
2022,남성,20대,제주,62010
2022,남성,30대,제주,322970
2022,남성,40대,제주,718232
2022,남성,50대,제주,851051
2022,남성,60대,제주,628847
2022,남성,70대,제주,217776
2022,남성,80대~,제주,49970
2023,남성,10대,제주,2028
2023,남성,20대,제주,68935
2023,남성,30대,제주,331981
2023,남성,40대,제주,710342
2023,남성,50대,제주,861842
2023,남성,60대,제주,636882
2023,남성,70대,제주,220645
2023,남성,80대~,제주,49243
2021,여성,10대,제주,868
2021,여성,20대,제주,43637
2021,여성,30대,제주,186736
2021,여성,40대,제주,335672
2021,여성,50대,제주,387996
2021,여성,60대,제주,236744
2021,여성,70대,제주,53141
2021,여성,80대~,제주,12207
2022,여성,10대,제주,710
2022,여성,20대,제주,43420
2022,여성,30대,제주,187332
2022,여성,40대,제주,337085
2022,여성,50대,제주,401497
2022,여성,60대,제주,257832
2022,여성,70대,제주,59679
2022,여성,80대~,제주,12466
2023,여성,10대,제주,720
2023,여성,20대,제주,47663
2023,여성,30대,제주,193352
2023,여성,40대,제주,338747
2023,여성,50대,제주,408767
2023,여성,60대,제주,268253
2023,여성,70대,제주,62039
2023,여성,80대~,제주,12182
