year,gender,age,region,value
2023,남성,20대,서울,566414
2023,남성,30대,서울,684487
2023,남성,40대,서울,669221
2023,남성,50대,서울,693209
2023,남성,60대,서울,601973
2023,남성,70대,서울,324109
2023,남성,80대~,서울,140289
2021,여성,10대,서울,620855
2021,여성,20대,서울,714962
2021,여성,30대,서울,690797
4021,여성,40대,서울,707661
2021,여성,50대,서울,734822
2021,여성,60대,서울,657098
2021,여성,70대,서울,366534
2021,여성,80대~,서울,181834
2022,여성,10대,서울,595817
2022,여성,20대,서울,692414
2022,여성,30대,서울,683837
2022,여성,40대,서울,696954
2022,여성,50대,서울,732415
2022,여성,60대,서울,666410
2022,여성,70대,서울,379271
2022,여성,80대~,서울,199963
2023,여성,10대,서울,572638
2023,여성,20대,서울,680055
2023,여성,30대,서울,683554
2023,여성,40대,서울,682610
2023,여성,50대,서울,730999
2023,여성,60대,서울,678828
2023,여성,70대,서울,392824
2023,여성,80대~,서울,211530
2021,남성,10대,부산,239308
2021,남성,20대,부산,195605
2021,남성,30대,부산,199936
2021,남성,40대,부산,241145
2021,남성,50대,부산,256833
2021,남성,60대,부산,247921
2021,남성,70대,부산,129223
2021,남성,80대~,부산,43429
2022,남성,10대,부산,239308
2022,남성,20대,부산,181770
2022,남성,30대,부산,196413
2022,남성,40대,부산,238744
2022,남성,50대,부산,253566
2022,남성,60대,부산,251102
2022,남성,70대,부산,134381
2022,남성,80대~,부산,48543
2023,남성,10대,부산,239308
2023,남성,20대,부산,172353
2023,남성,30대,부산,194558
2023,남성,40대,부산,235275
2023,남성,50대,부산,251901
2023,남성,60대,부산,256139
2023,남성,70대,부산,139206
2023,남성,80대~,부산,52847
2021,여성,10대,부산,239308
2021,여성,20대,부산,194045
2021,여성,30대,부산,192274
4021,여성,40대,부산,239222
2021,여성,50대,부산,277395
2021,여성,60대,부산,282764
2021,여성,70대,부산,157004
2021,여성,80대~,부산,73683
2022,여성,10대,부산,62339
2022,여성,20대,부산,183783
2022,여성,30대,부산,187969
2022,여성,40대,부산,236470
2022,여성,50대,부산,272101
2022,여성,60대,부산,287285
2022,여성,70대,부산,163316
2022,여성,80대~,부산,80760
2023,여성,10대,부산,0
2023,여성,20대,부산,176037
2023,여성,30대,부산,184664
2023,여성,40대,부산,232062
2023,여성,50대,부산,269315
2023,여성,60대,부산,292048
2023,여성,70대,부산,170298
2023,여성,80대~,부산,87455
2021,남성,10대,대구,192299
2021,남성,20대,대구,148026
2021,남성,30대,대구,145085
2021,남성,40대,대구,177725
2021,남성,50대,대구,199545
2021,남성,60대,대구,159474
2021,남성,70대,대구,76311
2021,남성,80대~,대구,28983
2022,남성,10대,대구,192299
2022,남성,20대,대구,138162
2022,남성,30대,대구,143729
2022,남성,40대,대구,174443
2022,남성,50대,대구,197719
2022,남성,60대,대구,163995
2022,남성,70대,대구,79473
2022,남성,80대~,대구,32122
2023,남성,10대,대구,192299
2023,남성,20대,대구,131770
2023,남성,30대,대구,144981
2023,남성,40대,대구,171780
2023,남성,50대,대구,198908
2023,남성,60대,대구,172471
2023,남성,70대,대구,84416
2023,남성,80대~,대구,35565
2021,여성,10대,대구,192299
2021,여성,20대,대구,141043
2021,여성,30대,대구,133531
4021,여성,40대,대구,183989
2021,여성,50대,대구,210494
2021,여성,60대,대구,175863
2021,여성,70대,대구,96491
2021,여성,80대~,대구,51464
2022,여성,10대,대구,192299
2022,여성,20대,대구,133394
2022,여성,30대,대구,129927
2022,여성,40대,대구,180467
2022,여성,50대,대구,209108
2022,여성,60대,대구,180440
2022,여성,70대,대구,100360
2022,여성,80대~,대구,56265
2023,여성,10대,대구,192299
2023,여성,20대,대구,128268
2023,여성,30대,대구,128968
2023,여성,40대,대구,176675
2023,여성,50대,대구,210751
2023,여성,60대,대구,188331
2023,여성,70대,대구,106473
2023,여성,80대~,대구,61674
2021,남성,10대,인천,240658
2021,남성,20대,인천,177643
2021,남성,30대,인천,200912
2021,남성,40대,인천,235583
2021,남성,50대,인천,243970
2021,남성,60대,인천,189510
2021,남성,70대,인천,79119
2021,남성,80대~,인천,28493
2022,남성,10대,인천,240658
2022,남성,20대,인천,168667
2022,남성,30대,인천,203365
2022,남성,40대,인천,237565
2022,남성,50대,인천,244445
2022,남성,60대,인천,199742
2022,남성,70대,인천,84130
2022,남성,80대~,인천,31840
2023,남성,10대,인천,240658
2023,남성,20대,인천,160682
2023,남성,30대,인천,207671
2023,남성,40대,인천,238737
2023,남성,50대,인천,245962
2023,남성,60대,인천,211699
2023,남성,70대,인천,88521
2023,남성,80대~,인천,34155
2021,여성,10대,인천,240658
2021,여성,20대,인천,178511
2021,여성,30대,인천,189460
4021,여성,40대,인천,227877
2021,여성,50대,인천,250050
2021,여성,60대,인천,195832
2021,여성,70대,인천,93339
2021,여성,80대~,인천,52562
2022,여성,10대,인천,240658
2022,여성,20대,인천,169843
2022,여성,30대,인천,190777
2022,여성,40대,인천,228757
2022,여성,50대,인천,250592
2022,여성,60대,인천,206939
2022,여성,70대,인천,97859
2022,여성,80대~,인천,57900
2023,여성,10대,인천,240658
2023,여성,20대,인천,163528
2023,여성,30대,인천,193332
2023,여성,40대,인천,228284
2023,여성,50대,인천,252672
2023,여성,60대,인천,219238
2023,여성,70대,인천,102252
2023,여성,80대~,인천,60607
2021,남성,10대,광주,132920
2021,남성,20대,광주,96552
2021,남성,30대,광주,91560
2021,남성,40대,광주,116265
2021,남성,50대,광주,117457
2021,남성,60대,광주,82862
2021,남성,70대,광주,41883
2021,남성,80대~,광주,15285
2022,남성,10대,광주,132920
2022,남성,20대,광주,91497
2022,남성,30대,광주,89589
2022,남성,40대,광주,114886
2022,남성,50대,광주,118863
2022,남성,60대,광주,85706
2022,남성,70대,광주,42746
2022,남성,80대~,광주,17516
2023,남성,10대,광주,132920
2023,남성,20대,광주,87970
2023,남성,30대,광주,88206
2023,남성,40대,광주,112522
2023,남성,50대,광주,119020
2023,남성,60대,광주,89687
2023,남성,70대,광주,43822
2023,남성,80대~,광주,18497
2021,여성,10대,광주,132920
2021,여성,20대,광주,97829
2021,여성,30대,광주,88148
4021,여성,40대,광주,117534
2021,여성,50대,광주,117939
2021,여성,60대,광주,89374
2021,여성,70대,광주,51158
2021,여성,80대~,광주,26148
2022,여성,10대,광주,132920
2022,여성,20대,광주,93505
2022,여성,30대,광주,86095
2022,여성,40대,광주,116142
2022,여성,50대,광주,119475
2022,여성,60대,광주,92329
2022,여성,70대,광주,52273
2022,여성,80대~,광주,29166
2023,여성,10대,광주,132920
2023,여성,20대,광주,89716
2023,여성,30대,광주,84099
2023,여성,40대,광주,113344
2023,여성,50대,광주,120741
2023,여성,60대,광주,96342
2023,여성,70대,광주,54140
2023,여성,80대~,광주,30612
2021,남성,10대,대전,125353
2021,남성,20대,대전,105920
2021,남성,30대,대전,96489
2021,남성,40대,대전,111532
2021,남성,50대,대전,116331
2021,남성,60대,대전,89986
2021,남성,70대,대전,41092
2021,남성,80대~,대전,15581
2022,남성,10대,대전,125353
2022,남성,20대,대전,100629
2022,남성,30대,대전,95794
2022,남성,40대,대전,109697
2022,남성,50대,대전,116098
2022,남성,60대,대전,93124
2022,남성,70대,대전,42687
2022,남성,80대~,대전,17525
2023,남성,10대,대전,125353
2023,남성,20대,대전,98718
2023,남성,30대,대전,96070
2023,남성,40대,대전,107394
2023,남성,50대,대전,117226
2023,남성,60대,대전,96501
2023,남성,70대,대전,44783
2023,남성,80대~,대전,18569
2021,여성,10대,대전,125353
2021,여성,20대,대전,100822
2021,여성,30대,대전,88570
4021,여성,40대,대전,113289
2021,여성,50대,대전,117875
2021,여성,60대,대전,95994
2021,여성,70대,대전,48602
2021,여성,80대~,대전,26584
2022,여성,10대,대전,125353
2022,여성,20대,대전,96044
2022,여성,30대,대전,87276
2022,여성,40대,대전,111533
2022,여성,50대,대전,117566
2022,여성,60대,대전,99492
2022,여성,70대,대전,50104
2022,여성,80대~,대전,29185
2023,여성,10대,대전,125353
2023,여성,20대,대전,93789
2023,여성,30대,대전,86678
2023,여성,40대,대전,108441
2023,여성,50대,대전,118928
2023,여성,60대,대전,102598
2023,여성,70대,대전,51942
2023,여성,80대~,대전,30815
2021,남성,10대,울산,100501
2021,남성,20대,울산,67064
2021,남성,30대,울산,74963
2021,남성,40대,울산,90537
2021,남성,50대,울산,101499
2021,남성,60대,울산,75781
2021,남성,70대,울산,28955
2021,남성,80대~,울산,7806
2022,남성,10대,울산,100501
2022,남성,20대,울산,61574
2022,남성,30대,울산,72802
2022,남성,40대,울산,89743
2022,남성,50대,울산,100120
2022,남성,60대,울산,79473
2022,남성,70대,울산,31156
2022,남성,80대~,울산,8992
2023,남성,10대,울산,100501
2023,남성,20대,울산,58689
2023,남성,30대,울산,72020
2023,남성,40대,울산,88658
2023,남성,50대,울산,99282
2023,남성,60대,울산,83277
2023,남성,70대,울산,33355
2023,남성,80대~,울산,9922
2021,여성,10대,울산,100501
2021,여성,20대,울산,54955
2021,여성,30대,울산,67499
4021,여성,40대,울산,88018
2021,여성,50대,울산,100334
2021,여성,60대,울산,75470
2021,여성,70대,울산,31486
2021,여성,80대~,울산,14863
2022,여성,10대,울산,100501
2022,여성,20대,울산,50737
2022,여성,30대,울산,64307
2022,여성,40대,울산,86819
2022,여성,50대,울산,99914
2022,여성,60대,울산,78930
2022,여성,70대,울산,33473
2022,여성,80대~,울산,16427
2023,여성,10대,울산,100501
2023,여성,20대,울산,47714
2023,여성,30대,울산,62065
2023,여성,40대,울산,84946
2023,여성,50대,울산,99905
2023,여성,60대,울산,82487
2023,여성,70대,울산,35639
2023,여성,80대~,울산,17563
2021,남성,10대,세종,44948
2021,남성,20대,세종,17705
2021,남성,30대,세종,28676
2021,남성,40대,세종,34856
2021,남성,50대,세종,24026
2021,남성,60대,세종,15811
2021,남성,70대,세종,6585
2021,남성,80대~,세종,2550
2022,남성,10대,세종,44948
2022,남성,20대,세종,18591
2022,남성,30대,세종,28876
2022,남성,40대,세종,36530
2022,남성,50대,세종,25823
2022,남성,60대,세종,16905
2022,남성,70대,세종,7053
2022,남성,80대~,세종,2864
2023,남성,10대,세종,44948
2023,남성,20대,세종,17944
2023,남성,30대,세종,28355
2023,남성,40대,세종,36865
2023,남성,50대,세종,27124
2023,남성,60대,세종,17737
2023,남성,70대,세종,7415
2023,남성,80대~,세종,2983
2021,여성,10대,세종,44948
2021,여성,20대,세종,18217
2021,여성,30대,세종,30529
4021,여성,40대,세종,34403
2021,여성,50대,세종,22355
2021,여성,60대,세종,16213
2021,여성,70대,세종,7470
2021,여성,80대~,세종,4835
2022,여성,10대,세종,44948
2022,여성,20대,세종,18381
2022,여성,30대,세종,30428
2022,여성,40대,세종,36822
2022,여성,50대,세종,23781
2022,여성,60대,세종,17382
2022,여성,70대,세종,7920
2022,여성,80대~,세종,5263
2023,여성,10대,세종,44948
2023,여성,20대,세종,18458
2023,여성,30대,세종,29408
2023,여성,40대,세종,37783
2023,여성,50대,세종,24982
2023,여성,60대,세종,18186
2023,여성,70대,세종,8275
2023,여성,80대~,세종,5351
2021,남성,10대,경기,1185259
2021,남성,20대,경기,810260
2021,남성,30대,경기,944256
2021,남성,40대,경기,1116042
2021,남성,50대,경기,1095880
2021,남성,60대,경기,791110
2021,남성,70대,경기,339149
2021,남성,80대~,경기,136683
2022,남성,10대,경기,1185259
2022,남성,20대,경기,772526
2022,남성,30대,경기,941076
2022,남성,40대,경기,1116270
2022,남성,50대,경기,1110923
2022,남성,60대,경기,832202
2022,남성,70대,경기,358052
2022,남성,80대~,경기,152194
2023,남성,10대,경기,1185259
2023,남성,20대,경기,745503
2023,남성,30대,경기,944499
2023,남성,40대,경기,1111041
2023,남성,50대,경기,1124191
2023,남성,60대,경기,881360
2023,남성,70대,경기,376469
2023,남성,80대~,경기,161284
2021,여성,10대,경기,1185259
2021,여성,20대,경기,799375
2021,여성,30대,경기,892735
4021,여성,40대,경기,1089527
2021,여성,50대,경기,1089965
2021,여성,60대,경기,810961
2021,여성,70대,경기,404751
2021,여성,80대~,경기,232882
2022,여성,10대,경기,1185259
2022,여성,20대,경기,764027
2022,여성,30대,경기,880826
2022,여성,40대,경기,1088090
2022,여성,50대,경기,1106477
2022,여성,60대,경기,851370
2022,여성,70대,경기,422355
2022,여성,80대~,경기,256373
2023,여성,10대,경기,1185259
2023,여성,20대,경기,738040
2023,여성,30대,경기,876977
2023,여성,40대,경기,1076721
2023,여성,50대,경기,1124091
2023,여성,60대,경기,897045
2023,여성,70대,경기,439697
2023,여성,80대~,경기,267206
2021,남성,10대,강원,114302
2021,남성,20대,강원,85081
2021,남성,30대,강원,81578
2021,남성,40대,강원,106660
2021,남성,50대,강원,129568
2021,남성,60대,강원,123562
2021,남성,70대,강원,57566
2021,남성,80대~,강원,27483
2022,남성,10대,강원,114302
2022,남성,20대,강원,79967
2022,남성,30대,강원,80884
2022,남성,40대,강원,105151
2022,남성,50대,강원,128987
2022,남성,60대,강원,127873
2022,남성,70대,강원,60921
2022,남성,80대~,강원,29736
2023,남성,10대,강원,114302
2023,남성,20대,강원,77740
2023,남성,30대,강원,80381
2023,남성,40대,강원,102151
2023,남성,50대,강원,128579
2023,남성,60대,강원,133118
2023,남성,70대,강원,63110
2023,남성,80대~,강원,31090
2021,여성,10대,강원,114302
2021,여성,20대,강원,70475
2021,여성,30대,강원,74851
4021,여성,40대,강원,103083
2021,여성,50대,강원,124116
2021,여성,60대,강원,125454
2021,여성,70대,강원,70333
2021,여성,80대~,강원,49955
2022,여성,10대,강원,114302
2022,여성,20대,강원,67285
2022,여성,30대,강원,73447
2022,여성,40대,강원,102592
2022,여성,50대,강원,123323
2022,여성,60대,강원,129208
2022,여성,70대,강원,72782
2022,여성,80대~,강원,53840
2023,여성,10대,강원,114302
2023,여성,20대,강원,65591
2023,여성,30대,강원,72015
2023,여성,40대,강원,99856
2023,여성,50대,강원,122975
2023,여성,60대,강원,133762
2023,여성,70대,강원,73892
2023,여성,80대~,강원,55327
2021,남성,10대,충북,129320
2021,남성,20대,충북,98655
2021,남성,30대,충북,98593
2021,남성,40대,충북,117116
2021,남성,50대,충북,132895
2021,남성,60대,충북,115450
2021,남성,70대,충북,52266
2021,남성,80대~,충북,23847
2022,남성,10대,충북,129320
2022,남성,20대,충북,92486
2022,남성,30대,충북,98570
2022,남성,40대,충북,117253
2022,남성,50대,충북,132312
2022,남성,60대,충북,120692
2022,남성,70대,충북,55113
2022,남성,80대~,충북,26022
2023,남성,10대,충북,129320
2023,남성,20대,충북,91441
2023,남성,30대,충북,99985
2023,남성,40대,충북,115578
2023,남성,50대,충북,133304
2023,남성,60대,충북,125651
2023,남성,70대,충북,57632
2023,남성,80대~,충북,27014
2021,여성,10대,충북,129320
2021,여성,20대,충북,83297
2021,여성,30대,충북,88039
4021,여성,40대,충북,111110
2021,여성,50대,충북,128020
2021,여성,60대,충북,116258
2021,여성,70대,충북,62712
2021,여성,80대~,충북,44579
2022,여성,10대,충북,129320
2022,여성,20대,충북,78940
2022,여성,30대,충북,85090
2022,여성,40대,충북,111255
2022,여성,50대,충북,127248
2022,여성,60대,충북,120509
2022,여성,70대,충북,64283
2022,여성,80대~,충북,48210
2023,여성,10대,충북,129320
2023,여성,20대,충북,78434
2023,여성,30대,충북,84379
2023,여성,40대,충북,109223
2023,여성,50대,충북,128651
2023,여성,60대,충북,124451
2023,여성,70대,충북,65736
2023,여성,80대~,충북,49393
2021,남성,10대,충남,177850
2021,남성,20대,충남,117675
2021,남성,30대,충남,135826
2021,남성,40대,충남,165822
2021,남성,50대,충남,171589
2021,남성,60대,충남,142796
2021,남성,70대,충남,75671
2021,남성,80대~,충남,36609
2022,남성,10대,충남,177850
2022,남성,20대,충남,111971
2022,남성,30대,충남,133215
2022,남성,40대,충남,167021
2022,남성,50대,충남,172612
2022,남성,60대,충남,150218
2022,남성,70대,충남,78073
2022,남성,80대~,충남,39701
2023,남성,10대,충남,177850
2023,남성,20대,충남,109718
2023,남성,30대,충남,132550
2023,남성,40대,충남,166589
2023,남성,50대,충남,176078
2023,남성,60대,충남,158118
2023,남성,70대,충남,80331
2023,남성,80대~,충남,40585
2021,여성,10대,충남,177850
2021,여성,20대,충남,104084
2021,여성,30대,충남,119168
4021,여성,40대,충남,148254
2021,여성,50대,충남,155694
2021,여성,60대,충남,144100
2021,여성,70대,충남,89282
2021,여성,80대~,충남,67312
2022,여성,10대,충남,177850
2022,여성,20대,충남,98189
2022,여성,30대,충남,115640
2022,여성,40대,충남,149666
2022,여성,50대,충남,156460
2022,여성,60대,충남,149688
2022,여성,70대,충남,89733
2022,여성,80대~,충남,72969
2023,여성,10대,충남,177850
2023,여성,20대,충남,96015
2023,여성,30대,충남,114120
2023,여성,40대,충남,148932
2023,여성,50대,충남,159544
2023,여성,60대,충남,155948
2023,여성,70대,충남,91173
2023,여성,80대~,충남,74153
2021,남성,10대,전북,140025
2021,남성,20대,전북,101451
2021,남성,30대,전북,91008
2021,남성,40대,전북,127205
2021,남성,50대,전북,146907
2021,남성,60대,전북,126086
2021,남성,70대,전북,73146
2021,남성,80대~,전북,32060
2022,남성,10대,전북,140025
2022,남성,20대,전북,94090
2022,남성,30대,전북,88710
2022,남성,40대,전북,124545
2022,남성,50대,전북,147052
2022,남성,60대,전북,130674
2022,남성,70대,전북,73904
2022,남성,80대~,전북,35617
2023,남성,10대,전북,140025
2023,남성,20대,전북,91908
2023,남성,30대,전북,87267
2023,남성,40대,전북,121019
2023,남성,50대,전북,147941
2023,남성,60대,전북,136408
2023,남성,70대,전북,75612
2023,남성,80대~,전북,36728
2021,여성,10대,전북,140025
2021,여성,20대,전북,90614
2021,여성,30대,전북,86961
4021,여성,40대,전북,122451
2021,여성,50대,전북,139439
2021,여성,60대,전북,130848
2021,여성,70대,전북,90341
2021,여성,80대~,전북,60913
2022,여성,10대,전북,140025
2022,여성,20대,전북,84859
2022,여성,30대,전북,83977
2022,여성,40대,전북,120674
2022,여성,50대,전북,139383
2022,여성,60대,전북,134564
2022,여성,70대,전북,88704
2022,여성,80대~,전북,67169
2023,여성,10대,전북,140025
2023,여성,20대,전북,82796
2023,여성,30대,전북,82135
2023,여성,40대,전북,116991
2023,여성,50대,전북,140399
2023,여성,60대,전북,138992
2023,여성,70대,전북,89298
2023,여성,80대~,전북,69403
2021,남성,10대,전남,135010
2021,남성,20대,전남,87243
2021,남성,30대,전남,88676
2021,남성,40대,전남,124899
2021,남성,50대,전남,154416
2021,남성,60대,전남,132659
2021,남성,70대,전남,80179
2021,남성,80대~,전남,36153
2022,남성,10대,전남,135010
2022,남성,20대,전남,81939
2022,남성,30대,전남,85931
2022,남성,40대,전남,123063
2022,남성,50대,전남,154736
2022,남성,60대,전남,137764
2022,남성,70대,전남,81041
2022,남성,80대~,전남,39524
2023,남성,10대,전남,135010
2023,남성,20대,전남,79654
2023,남성,30대,전남,85138
2023,남성,40대,전남,120488
2023,남성,50대,전남,154603
2023,남성,60대,전남,145490
2023,남성,70대,전남,82355
2023,남성,80대~,전남,40811
2021,여성,10대,전남,135010
2021,여성,20대,전남,72305
2021,여성,30대,전남,82222
4021,여성,40대,전남,113040
2021,여성,50대,전남,137828
2021,여성,60대,전남,133843
2021,여성,70대,전남,99840
2021,여성,80대~,전남,74918
2022,여성,10대,전남,135010
2022,여성,20대,전남,69130
2022,여성,30대,전남,79503
2022,여성,40대,전남,111883
2022,여성,50대,전남,138104
2022,여성,60대,전남,136843
2022,여성,70대,전남,97919
2022,여성,80대~,전남,81234
2023,여성,10대,전남,135010
2023,여성,20대,전남,67108
2023,여성,30대,전남,78251
2023,여성,40대,전남,109566
2023,여성,50대,전남,137592
2023,여성,60대,전남,142028
2023,여성,70대,전남,97216
2023,여성,80대~,전남,83290
2021,남성,10대,경북,194415
2021,남성,20대,경북,136001
2021,남성,30대,경북,144296
2021,남성,40대,경북,186174
2021,남성,50대,경북,222824
2021,남성,60대,경북,204655
2021,남성,70대,경북,105179
2021,남성,80대~,경북,45926
2022,남성,10대,경북,194415
2022,남성,20대,경북,127179
2022,남성,30대,경북,139818
2022,남성,40대,경북,183624
2022,남성,50대,경북,221463
2022,남성,60대,경북,212321
2022,남성,70대,경북,109207
2022,남성,80대~,경북,49941
2023,남성,10대,경북,194415
2023,남성,20대,경북,122668
2023,남성,30대,경북,136479
2023,남성,40대,경북,178867
2023,남성,50대,경북,218365
2023,남성,60대,경북,216723
2023,남성,70대,경북,112082
2023,남성,80대~,경북,51135
2021,여성,10대,경북,194415
2021,여성,20대,경북,110054
2021,여성,30대,경북,128347
4021,여성,40대,경북,175327
2021,여성,50대,경북,212859
2021,여성,60대,경북,209960
2021,여성,70대,경북,128212
2021,여성,80대~,경북,91708
2022,여성,10대,경북,194415
2022,여성,20대,경북,102576
2022,여성,30대,경북,122433
2022,여성,40대,경북,173311
2022,여성,50대,경북,211078
2022,여성,60대,경북,214713
2022,여성,70대,경북,130120
2022,여성,80대~,경북,98214
2023,여성,10대,경북,194415
2023,여성,20대,경북,97976
2023,여성,30대,경북,117334
2023,여성,40대,경북,168171
2023,여성,50대,경북,208190
2023,여성,60대,경북,217285
2023,여성,70대,경북,130783
2023,여성,80대~,경북,100090
2021,남성,10대,경남,279773
2021,남성,20대,경남,172666
2021,남성,30대,경남,193408
2021,남성,40대,경남,260258
2021,남성,50대,경남,282151
2021,남성,60대,경남,233488
2021,남성,70대,경남,106858
2021,남성,80대~,경남,40757
2022,남성,10대,경남,279773
2022,남성,20대,경남,158468
2022,남성,30대,경남,185453
2022,남성,40대,경남,257090
2022,남성,50대,경남,281808
2022,남성,60대,경남,243969
2022,남성,70대,경남,113287
2022,남성,80대~,경남,44473
2023,남성,10대,경남,279773
2023,남성,20대,경남,149487
2023,남성,30대,경남,180196
2023,남성,40대,경남,251701
2023,남성,50대,경남,282942
2023,남성,60대,경남,255163
2023,남성,70대,경남,118820
2023,남성,80대~,경남,46687
2021,여성,10대,경남,279773
2021,여성,20대,경남,144048
2021,여성,30대,경남,179413
4021,여성,40대,경남,249242
2021,여성,50대,경남,275695
2021,여성,60대,경남,239771
2021,여성,70대,경남,131749
2021,여성,80대~,경남,85443
2022,여성,10대,경남,279773
2022,여성,20대,경남,134444
2022,여성,30대,경남,170208
2022,여성,40대,경남,247157
2022,여성,50대,경남,274714
2022,여성,60대,경남,249107
2022,여성,70대,경남,135489
2022,여성,80대~,경남,91723
2023,여성,10대,경남,279773
2023,여성,20대,경남,126627
2023,여성,30대,경남,163462
2023,여성,40대,경남,241174
2023,여성,50대,경남,276859
2023,여성,60대,경남,258117
2023,여성,70대,경남,139402
2023,여성,80대~,경남,95263
2021,남성,10대,제주,63598
2021,남성,20대,제주,35193
2021,남성,30대,제주,39496
2021,남성,40대,제주,54361
2021,남성,50대,제주,56092
2021,남성,60대,제주,39663
2021,남성,70대,제주,20090
2021,남성,80대~,제주,8515
2022,남성,10대,제주,63598
2022,남성,20대,제주,33139
2022,남성,30대,제주,38879
2022,남성,40대,제주,54193
2022,남성,50대,제주,57241
2022,남성,60대,제주,41642
2022,남성,70대,제주,20715
2022,남성,80대~,제주,9334
2023,남성,10대,제주,63598
2023,남성,20대,제주,31723
2023,남성,30대,제주,38259
2023,남성,40대,제주,53241
2023,남성,50대,제주,57831
2023,남성,60대,제주,44466
2023,남성,70대,제주,21148
2023,남성,80대~,제주,9752
2021,여성,10대,제주,63598
2021,여성,20대,제주,34257
2021,여성,30대,제주,39750
4021,여성,40대,제주,52500
2021,여성,50대,제주,52823
2021,여성,60대,제주,40602
2021,여성,70대,제주,23896
2021,여성,80대~,제주,16962
2022,여성,10대,제주,63598
2022,여성,20대,제주,32744
2022,여성,30대,제주,38935
2022,여성,40대,제주,52780
2022,여성,50대,제주,54209
2022,여성,60대,제주,42716
2022,여성,70대,제주,24417
2022,여성,80대~,제주,17986
2023,여성,10대,제주,63598
2023,여성,20대,제주,30835
2023,여성,30대,제주,38138
2023,여성,40대,제주,52133
2023,여성,50대,제주,55114
2023,여성,60대,제주,45054
2023,여성,70대,제주,24895
2023,여성,80대~,제주,18422
